frame,master,center_lon,center_lat
174A_09133_131313,20190506, 29.6754445, -1.3121111
174A_09740_141414,20190711, 30.9932222, -7.3879445
174D_03055_131313,20170305,-133.5630000, 59.0420000
174D_03250_131312,20170305,-134.2815555, 57.4807778
175A_03997_131313,20160912, 18.5586650, 50.0388900
175A_04592_131313,20160912, 20.1112763, 44.0906122
175A_04791_131313,20160912, 20.6054431, 42.1044455
175A_04990_131313,20160912, 21.0566097, 40.1173900
175A_05184_121313,20160912, 21.5134431, 38.1280566
175D_12845_111312,20170311, 177.3261111, -38.4904445
175D_13043_001315,20201021, 176.1477778, -40.5161667
175D_13047_001415,20201021, 176.1477778, -40.5161667
