frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time
024A_09137_111312,20200731.0000,132.5437,-1.3961,-12.0675,14.0482,2.3296,39.5795,878200.8864,9:29:46.122886
024A_09318_051313,20210316.0000,132.9593,-3.3668,-12.2119,14.0501,2.3296,39.5385,878200.8864,9:29:12.302546
024D_12381_001013,20200725.0000,-53.7329,-33.8009,-163.9449,14.0683,2.3296,40.8921,905145.9931,8:49:57.402409
025A_09718_120810,20190502.0000,109.0877,-7.0433,-12.4950,14.0549,2.3296,39.4745,878479.7682,11:06:45.422760
025D_07180_070505,20191029.0000,-65.4492,18.2160,-169.1192,14.0093,2.3296,39.6673,877790.8834,10:14:51.129247
025D_09867_131313,20200719.0000,-71.0761,-8.6821,-167.3723,14.0550,2.3296,39.4516,878554.3141,10:22:20.737903
025D_10066_131313,20200725.0000,-71.5531,-10.6714,-167.1963,14.0566,2.3296,39.4920,879598.8490,10:22:12.281339
025D_10464_131313,20170307.0000,-72.5311,-14.6521,-166.8135,14.0694,2.3296,33.6249,879467.3952,10:22:52.514819
025D_10613_090705,20170307.0000,-72.9007,-16.2565,-166.6586,14.0709,2.3296,33.5626,879467.3952,10:23:19.128107
026A_04929_131313,20160902.0000,99.0832,40.7087,-10.0660,13.9591,2.3296,33.6336,878759.8148,11:19:45.357136
026A_05128_131313,20160902.0000,99.5644,38.7223,-10.0826,13.9673,2.3296,33.6743,878760.9796,11:19:12.257542
026A_05327_131313,20160902.0000,100.0239,36.7340,-10.1174,13.9742,2.3296,33.7512,878759.8148,11:18:39.160001
026A_05526_131313,20160902.0000,100.4633,34.7433,-10.1694,13.9781,2.3296,33.7873,878760.9796,11:18:06.064518
026A_05725_131313,20160902.0000,100.8957,32.7522,-10.2289,13.9825,2.3296,33.8218,878760.9796,11:17:32.959783
026A_05924_131313,20160902.0000,101.2991,30.7586,-10.3081,13.9897,2.3296,33.8847,878760.9796,11:16:59.859160
026A_06124_131313,20160902.0000,101.7314,28.7616,-10.3764,13.9917,2.3296,33.9129,878760.9796,11:16:26.759565
026A_06324_131313,20160902.0000,102.1326,26.7650,-10.4632,13.9939,2.3296,33.9388,878760.9796,11:15:53.660997
026A_06524_131313,20160902.0000,102.5349,24.7696,-10.5522,14.0001,2.3296,33.9863,878760.9796,11:15:20.563457
026A_06723_131313,20201023.0000,102.9269,22.7702,-10.6501,14.0044,2.3296,39.6922,878643.0038,11:15:13.689682
026D_07514_131212,20170301.0000,-90.8235,14.8469,-168.9463,14.0159,2.3296,33.9208,877792.0482,11:54:10.010658
027A_04532_191920,20200905.0000,73.4223,44.6649,-10.0581,13.9506,2.3296,39.3379,879233.7143,13:00:01.271242
027A_04790_141413,20200905.0000,74.0782,42.0983,-10.0452,13.9555,2.3296,39.3995,879233.7143,12:59:18.464283
027A_04994_131313,20200812.0000,74.5726,40.0593,-10.0592,13.9661,2.3296,39.4448,879233.7143,12:58:43.227087
027A_05194_131313,20200812.0000,75.0359,38.0716,-10.0891,13.9700,2.3296,39.4893,879233.7143,12:58:10.128520
027A_05393_131313,20160902.0000,75.4977,36.0807,-10.1258,13.9728,2.3296,33.8045,879233.7143,12:57:12.997166
027A_05591_131313,20160902.0000,75.9294,34.0878,-10.1840,13.9748,2.3296,33.8759,879233.7143,12:56:39.894487
027A_05791_131313,20160902.0000,76.3205,32.0964,-10.2676,13.9781,2.3296,33.9091,879233.7143,12:56:06.795919
027A_05990_131313,20160902.0000,76.7264,30.1006,-10.3461,13.9821,2.3296,33.9417,879233.7143,12:55:33.695297
027A_06190_131313,20160902.0000,77.1438,28.1051,-10.4217,13.9861,2.3296,33.9734,879233.7143,12:55:00.595701
027D_05524_131313,20170301.0000,-111.4385,34.7380,-169.8111,13.9694,2.3296,33.8199,879236.7094,13:27:24.900738
027D_06130_141311,20210304.0000,-112.7069,28.7351,-169.6025,13.9820,2.3296,39.6756,879239.0389,13:29:29.893507
027D_06303_130908,20170301.0000,-113.1193,26.7088,-169.5191,13.9855,2.3296,33.9852,879236.7094,13:29:38.181981
027D_06332_170908,20200613.0000,-113.1931,26.3797,-169.5090,13.9854,2.3296,39.7112,879237.8741,13:30:07.341627
028A_04935_121308,20200321.0000,49.7026,40.7289,-10.0684,13.9550,2.3296,39.4031,878911.0699,14:37:31.700565
028A_05385_191813,20210912.0000,50.6977,36.3069,-10.1581,13.9734,2.3296,39.5059,878911.0699,14:36:32.808890
028A_05385_191813_orig,20191228.0000,,,-10.1539,13.9731,2.3296,39.4979,878911.0699,14:36:19.602477
028A_05618_131313,20191228.0000,51.2609,33.8199,-10.2155,13.9778,2.3296,39.5487,878911.0699,14:35:38.226184
028A_05817_131313,20160902.0000,51.6991,31.8276,-10.2732,13.9822,2.3296,33.8988,879018.3962,14:34:47.006444
028A_06017_131313,20160902.0000,52.1027,29.8329,-10.3531,13.9838,2.3296,33.9291,879020.7257,14:34:13.908904
028A_06197_071312,20160902.0000,52.5088,27.8391,-10.4344,13.9903,2.3296,33.9832,879018.3962,14:33:40.809309
028A_06216_081316,20200402.0000,52.5598,27.6171,-10.4407,13.9855,2.3296,39.6588,878912.2347,14:33:54.009665
028A_10117_131313,20200601.0000,35.9617,-11.1638,-12.8455,14.0606,2.3296,39.3732,878496.9071,16:01:59.004501
029A_04783_131313,20160902.0000,24.6943,42.1818,-10.0413,13.9533,2.3296,33.9312,880843.9408,16:16:23.790443
029A_04977_131113,20160902.0000,25.1562,40.1934,-10.0677,13.9570,2.3296,33.9720,880842.7760,16:15:50.689820
029A_05182_131413,20160902.0000,25.6171,38.1757,-10.1036,13.9610,2.3296,34.0115,880843.9408,16:15:17.108196
029A_05389_141412,20160902.0000,26.0873,36.0738,-10.1511,13.9686,2.3296,34.0861,880843.9408,16:14:42.147296
029A_06753_131313,20210310.0000,28.9311,22.4736,-10.6640,14.0000,2.3296,39.7875,879545.9346,16:10:36.877502
029A_10942_101313,20210310.0000,13.3369,-19.4932,-13.6848,14.0648,2.3296,39.3121,880945.3359,17:37:45.600185
030A_08221_141414,20191228.0000,7.1887,7.7947,-11.4613,14.0343,2.3296,39.6476,877727.4860,17:45:56.064614
030A_08422_111410,20191228.0000,7.6327,5.6282,-11.5956,14.0369,2.3296,39.6304,877727.4860,17:45:20.202352
031D_04327_000105,20170301.0000,152.0239,46.6317,-170.3781,13.9068,2.3296,39.1257,903804.9382,19:59:06.160707
032A_10444_131313,20200725.0000,-61.9933,-14.4336,-13.1516,14.0619,2.3296,39.4069,880113.0167,22:35:24.056639
032A_10643_131313,20200725.0000,-61.5084,-16.4240,-13.3494,14.0642,2.3296,39.3387,880113.0167,22:34:50.958072
032A_10842_131313,20200725.0000,-61.0112,-18.4127,-13.5582,14.0648,2.3296,39.2665,880113.0167,22:34:17.858477
032A_11040_131313,20200725.0000,-60.5036,-20.4009,-13.7780,14.0656,2.3296,39.1907,880113.0167,22:33:44.757854
032D_07333_131313,20170301.0000,121.4269,16.6612,-169.0410,14.0128,2.3296,33.9455,877767.5878,21:46:07.325733
032D_07536_111313,20170301.0000,121.0250,14.6626,-168.9344,14.0158,2.3296,33.9528,877767.5878,21:46:40.417106
032D_07741_141414,20200719.0000,120.5957,12.5817,-168.8232,14.0190,2.3296,39.6883,877732.6444,21:47:40.679194
032D_09854_070505,20170313.0000,116.1849,-8.4353,-167.3907,14.0568,2.3296,33.6853,878269.6084,21:53:03.324251
033D_04907_131313,20201210.0000,101.8565,40.9127,-169.9283,13.9527,2.3296,39.3920,878712.2252,23:18:37.705639
033D_05106_131313,20160914.0000,101.3710,38.9284,-169.9163,13.9565,2.3296,33.6452,878914.0651,23:18:46.226705
033D_05304_131313,20160914.0000,100.9176,36.9404,-169.8783,13.9675,2.3296,33.7331,878914.0651,23:19:19.324245
033D_05503_131313,20160914.0000,100.4726,34.9513,-169.8307,13.9705,2.3296,33.7715,878914.0651,23:19:52.418702
033D_05702_131313,20160914.0000,100.0287,32.9609,-169.7780,13.9757,2.3296,33.8085,878915.2299,23:20:25.518296
033D_05902_131313,20160914.0000,99.6067,30.9673,-169.7089,13.9842,2.3296,33.8768,878915.2299,23:20:58.618920
033D_06101_131313,20160914.0000,99.1923,28.9733,-169.6323,13.9886,2.3296,33.9080,878915.2299,23:21:31.720571
033D_06301_131313,20160902.0000,98.7711,26.7512,-169.5250,13.9957,2.3296,33.8370,877985.9010,23:22:07.939175
033D_06500_131313,20160902.0000,98.4087,24.9744,-169.4486,13.9957,2.3296,33.8370,877985.9010,23:22:37.372686
033D_06701_131313,20160902.0000,97.9984,22.9769,-169.3602,13.9991,2.3296,33.8866,877985.9010,23:23:10.469198
033D_08463_080000,20200719.0000,95.2046,5.3675,-168.3428,14.0362,2.3296,33.8814,822976.6224,23:28:22.212331
034A_07163_050202,20200403.0000,-93.6882,18.4797,-10.8574,14.0091,2.3296,39.7451,878725.7033,0:23:49.858162
034A_07267_181414,20200614.0000,-93.4724,17.3971,-10.9113,14.0159,2.3296,39.7549,878728.0328,0:23:35.620208
034A_07280_131313,20190503.0000,-93.4320,17.2059,-10.9207,14.0159,2.3296,39.7550,878728.0328,0:23:23.604661
034A_07467_001015,20200614.0000,-92.6004,15.1761,-10.9261,13.9968,2.3296,41.8136,901964.2514,0:22:57.543083
034A_07541_000305,20200403.0000,-92.4764,14.5643,-10.9655,13.9967,2.3296,41.8108,901964.2514,0:22:43.703166
034D_05310_131313,20160915.0000,76.2181,36.8768,-169.8795,13.9650,2.3296,33.7992,879479.8158,0:58:05.074834
034D_05509_131313,20160915.0000,75.7441,34.8841,-169.8481,13.9740,2.3296,33.8372,879480.9806,0:58:38.175457
034D_05709_131313,20160915.0000,75.3426,32.8859,-169.7698,13.9759,2.3296,33.8737,879480.9806,0:59:11.275052
034D_05909_131313,20160915.0000,74.9442,30.8899,-169.6878,13.9769,2.3296,33.9414,879479.8158,0:59:44.378759
034D_06109_131313,20160915.0000,74.6838,29.6984,-169.6487,13.9799,2.3296,33.9707,879479.8158,1:00:04.173765
034D_07138_160700,20210317.0000,72.7747,18.4362,-169.0271,14.0055,2.3296,37.0738,851462.1736,1:03:31.444785
035A_03520_131313,20190509.0000,-126.8071,54.8063,-10.3042,13.9223,2.3296,39.3341,881540.8719,2:11:51.989302
035A_03717_131313,20210416.0000,-126.2382,52.8249,-10.2227,13.9276,2.3296,39.2541,880144.6321,2:11:30.091338
035A_03915_131313,20190509.0000,-125.6627,50.8467,-10.1393,13.9333,2.3296,39.2691,879799.8569,2:10:45.804908
035A_04908_131313,20190509.0000,-123.1177,40.9276,-10.0508,13.9556,2.3296,39.5106,879801.0217,2:08:00.307960
035A_05107_131313,20190509.0000,-122.6675,38.9384,-10.0873,13.9628,2.3296,39.5556,879801.0217,2:07:27.209393
035D_05397_131013,20210913.0000,51.3673,36.0547,-169.8486,13.9607,2.3296,39.5187,879061.3266,2:37:33.967201
035D_05397_131013_orig,20161220.0000,,,-169.8424,13.9620,2.3296,33.7842,879391.2925,2:37:02.403931
035D_05592_141313,20200415.0000,50.9169,34.0107,-169.7944,13.9700,2.3296,39.5609,879061.3266,2:37:53.889243
035D_05790_121313,20160915.0000,50.5044,32.1031,-169.7360,13.9770,2.3296,33.8960,879393.6220,2:38:08.915790
035D_05978_131209,20160915.0000,50.0839,30.1055,-169.6645,13.9813,2.3296,33.9282,879391.2925,2:38:42.015385
035D_06208_120410,20160915.0000,50.6804,28.8412,-169.2039,13.9810,2.3296,33.9581,824830.6209,2:39:00.853530
036A_02066_131313,20210323.0000,-157.9314,69.3342,-13.0668,13.8960,2.3296,39.0937,882364.0393,3:54:51.824853
036A_02261_131313,20210311.0000,-156.7204,67.3826,-12.3559,13.8977,2.3296,39.1286,882364.0393,3:54:18.561729
036A_02457_131313,20210311.0000,-155.6734,65.4249,-11.8077,13.8998,2.3296,39.1681,882364.0393,3:53:45.460079
036A_02653_131313,20201006.0000,-154.7095,63.4655,-11.3451,13.9056,2.3296,39.2117,882365.2041,3:53:16.176677
036A_02844_131212,20200503.0000,-153.8994,61.5518,-11.0176,13.9085,2.3296,39.2459,882235.9134,3:52:36.037462
036A_03033_131312,20210311.0000,-153.1401,59.6417,-10.7411,13.9114,2.3296,39.2960,882364.0393,3:52:08.039044
036A_03208_131001,20200503.0000,-152.4220,57.6416,-10.5256,13.9143,2.3296,39.3372,882235.9134,3:51:30.325439
036D_04807_031312,20160903.0000,28.0999,42.2028,-169.9483,13.9465,2.3296,33.7297,880142.5763,4:14:04.896450
036D_04976_131313,20160903.0000,27.6298,40.2164,-169.9280,13.9503,2.3296,33.7717,880142.5763,4:14:37.998099
036D_05175_131313,20160903.0000,27.1668,38.2280,-169.8984,13.9583,2.3296,33.8527,880142.5763,4:15:11.092557
036D_05382_121515,20160903.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,
036D_05388_121616,20200614.0000,26.6739,36.0157,-169.8464,13.9612,2.3296,39.6141,880063.2047,4:16:08.444139
036D_05505_000202,20160903.0000,25.9539,34.9218,-170.0920,13.9375,2.3296,39.3003,903342.6865,4:16:07.230827
037A_03794_030304,20190930.0000,-175.3297,52.0558,-10.1460,13.9263,2.3296,39.3515,880972.9579,5:28:43.081253
037D_04542_131313,20160903.0000,3.9678,44.5626,-169.9692,13.9418,2.3296,33.8122,881072.0715,5:52:10.165860
037D_04691_021207,20160903.0000,3.5092,42.6886,-169.9643,13.9445,2.3296,33.8552,881072.0715,5:52:41.402093
038A_03435_080808,20190503.0000,158.9011,55.6378,-10.3367,13.9196,2.3296,39.3055,881453.6206,7:09:01.223628
038A_03576_131307,20190503.0000,159.3624,54.0733,-10.2605,13.9226,2.3296,39.3440,881453.6206,7:08:35.024535
038A_09579_100706,20190503.0000,147.8847,-5.6932,-12.3929,14.0554,2.3296,39.5602,878831.0329,8:30:47.213778
038A_09584_100906,20200614.0000,147.8975,-5.7476,-12.3978,14.0555,2.3296,39.5593,878831.0329,8:30:55.178243
038A_09647_000200,20200602.0000,148.0771,-6.4622,-12.4618,14.0451,2.3296,39.2058,875250.4983,8:30:42.405423
038A_09758_131318,20200614.0000,148.3424,-7.7413,-12.5556,14.0584,2.3296,39.5104,878833.3624,8:30:22.138258
038A_09936_151712,20200614.0000,148.7129,-9.2105,-12.6860,14.0584,2.3296,39.4665,878833.3624,8:29:54.975110
038A_09963_111312,20190503.0000,148.7852,-9.5427,-12.7152,14.0583,2.3296,39.4568,878833.3624,8:29:40.596282
039A_05193_040711,20190415.0000,138.7393,38.2386,-10.1067,13.9617,2.3296,39.5170,879273.3759,8:42:12.847550
039A_05372_151515,20170107.0000,139.1733,36.2756,-10.1553,13.9693,2.3296,39.5199,878940.2486,8:41:27.089149
039A_05599_101702,20190509.0000,139.7186,33.7851,-10.2217,13.9732,2.3296,39.5745,878940.2486,8:40:59.716847
039A_09091_141418,20210227.0000,122.1530,-0.9086,-12.0304,14.0490,2.3296,39.5854,878246.2055,10:10:19.783609
039A_09827_040302,20190503.0000,123.7433,-8.2045,-12.5935,14.0561,2.3296,39.4864,878897.2590,10:08:50.144027
039A_09931_061510,20190503.0000,123.9645,-8.7608,-12.6563,14.0574,2.3296,39.4612,878899.5886,10:08:34.506382
039D_10442_131313,20200720.0000,-58.0186,-14.4432,-166.8550,14.0621,2.3296,39.2963,878748.8325,9:26:20.491388
039D_10642_131313,20200720.0000,-58.5026,-16.4336,-166.6584,14.0627,2.3296,39.2274,878748.8325,9:26:53.592011
039D_11038_131313,20200726.0000,-59.5488,-20.4000,-166.2139,14.0650,2.3296,39.3239,881369.3162,9:27:18.232560
039D_12224_131313,20200720.0000,-63.0404,-32.2577,-164.5103,14.0677,2.3296,39.0338,883762.5494,9:31:18.385838
039D_12617_131313,20200720.0000,-64.3766,-36.1895,-163.7710,14.0674,2.3296,38.8466,883762.5494,9:32:24.585028
039D_12813_131313,20200801.0000,-65.1118,-38.1448,-163.3428,14.0673,2.3296,38.8287,884563.9188,9:32:58.466288
039D_13008_131313,20200801.0000,-65.8785,-40.0962,-162.8817,14.0665,2.3296,38.7334,884563.9188,9:33:31.565883
039D_13781_131313,20200726.0000,-69.5064,-47.8227,-160.5013,14.0642,2.3296,38.6636,887797.5766,9:35:01.627013
039D_13972_131313,20200726.0000,-70.5507,-49.7403,-159.7665,14.0641,2.3296,38.5727,887797.5766,9:35:34.725582
039D_14339_121309,20170308.0000,-72.8902,-53.5451,-158.0483,14.0614,2.3296,32.6769,887591.2439,9:36:14.872903
040A_04764_131313,20160927.0000,113.0827,42.3656,-10.0556,13.9549,2.3296,33.6155,878838.1879,10:22:37.995075
040A_05593_131313,20201012.0000,114.9591,34.0742,-10.2180,13.9742,2.3296,39.5594,878976.9633,10:20:45.415921
040A_05791_131313,20201012.0000,115.3913,32.0820,-10.2779,13.9780,2.3296,39.5968,878976.9633,10:20:12.316325
040A_08963_131411,20201123.0000,121.8986,0.4264,-11.9435,14.0481,2.3296,39.6099,878246.2055,10:10:45.314885
040D_06962_050809,20191229.0000,-75.3155,20.3924,-169.2333,14.0037,2.3296,39.6579,877894.5489,10:55:23.367733
040D_08181_131311,20200807.0000,-77.7861,8.1231,-168.5629,14.0302,2.3296,39.6515,877678.2915,10:58:10.278420
040D_08354_120300,20200807.0000,-77.8443,6.0826,-168.4089,14.0333,2.3296,36.9918,850789.3221,10:58:42.899070
040D_08490_250300,20201006.0000,-78.0775,4.9998,-168.3520,14.0333,2.3296,36.9831,850824.2655,10:59:03.219880
040D_08684_190400,20201018.0000,-78.4081,3.4166,-168.2577,14.0358,2.3296,36.9748,850919.7776,10:59:29.411572
040D_08880_191607_orig,20201205.0000,,,-168.1356,14.0409,2.3296,39.6013,877883.2929,11:00:02.261985
040D_08919_131307,20161202.0000,-79.2632,0.9616,-168.1000,14.0408,2.3296,33.8997,878082.4705,10:59:45.401754
040D_09102_131313_orig,20200906.0000,,,-167.9600,14.0477,2.3296,39.5773,878102.3791,11:01:25.447985
040D_09302_131313_orig,20210709.0000,,,-167.8152,14.0499,2.3296,39.5393,878082.4705,11:01:19.022214
041A_04193_121213,20200825.0000,86.9730,48.0548,-10.0748,13.9404,2.3296,39.2429,879079.1312,12:03:21.384975
041A_04388_131313,20200906.0000,87.4715,46.1253,-10.0529,13.9421,2.3296,39.2914,879079.1312,12:02:49.654247
041A_04587_131313,20200813.0000,87.9739,44.1414,-10.0421,13.9521,2.3296,39.3381,879080.2960,12:02:15.316434
041A_04785_131313,20200813.0000,88.4521,42.1545,-10.0528,13.9540,2.3296,39.3853,879080.2960,12:01:42.213755
041A_04983_131313,20160903.0000,88.9305,40.1691,-10.0682,13.9590,2.3296,33.7388,879407.2667,12:00:45.094081
041A_05185_121216,20160903.0000,89.4488,37.9368,-10.1026,13.9736,2.3296,33.8174,879407.2667,12:00:07.855624
041A_05206_161616,20201024.0000,89.4459,37.9321,-10.1051,13.9726,2.3296,39.4768,879080.2960,12:00:34.045842
041A_05430_131313,20160903.0000,89.9928,35.7009,-10.1280,13.9773,2.3296,33.8544,879407.2667,11:59:30.622305
041A_05629_131313,20160903.0000,90.4287,33.7101,-10.1846,13.9816,2.3296,33.8898,879407.2667,11:58:57.530932
041A_05829_131313,20160903.0000,90.8561,31.7181,-10.2501,13.9888,2.3296,33.9567,879407.2667,11:58:24.430309
041A_06028_131313,20160903.0000,91.2756,29.7249,-10.3236,13.9928,2.3296,33.9892,879407.2667,11:57:51.330714
041A_06228_131313,20201211.0000,91.6506,27.7225,-10.4236,13.9908,2.3296,39.6663,879080.2960,11:57:43.261047
041A_06428_131313,20160915.0000,92.0177,25.7208,-10.5264,13.9934,2.3296,33.8459,877979.5779,11:56:45.647253
041A_06628_131313,20210116.0000,92.4472,23.7273,-10.6053,13.9976,2.3296,39.7196,879080.2960,11:56:35.297951
041A_06828_131313,20160915.0000,92.8328,21.7289,-10.7047,14.0043,2.3296,33.9020,877978.4131,11:55:39.464506
041A_08485_100804,20190503.0000,96.1544,5.3449,-11.6096,14.0382,2.3296,39.6236,877768.7525,11:51:19.290273
041A_08690_051613,20191030.0000,96.5976,3.2087,-11.7480,14.0408,2.3296,39.6004,877768.7525,11:50:51.995810
041D_07070_131313,20170302.0000,-100.2392,19.2724,-169.1823,14.0075,2.3296,33.9142,877997.0496,12:34:05.389750
041D_07134_222019,20210428.0000,-100.3708,18.5827,-169.1489,14.0073,2.3296,39.6595,877807.0830,12:34:01.774979
041D_07232_100807,20210416.0000,-100.5740,17.5834,-169.0945,14.0131,2.3296,39.6636,877804.7534,12:34:17.805307
042A_04938_131313,20160915.0000,64.1133,40.6181,-10.0806,13.9567,2.3296,33.6719,878974.6337,13:39:37.813837
042A_05137_131313,20160915.0000,64.5714,38.6297,-10.1116,13.9606,2.3296,33.7124,878973.4689,13:39:04.704992
042A_05336_131313,20160915.0000,65.0335,36.6417,-10.1445,13.9721,2.3296,33.7894,878974.6337,13:38:31.604369
042A_05535_131313,20160915.0000,65.4839,34.6528,-10.1888,13.9761,2.3296,33.8254,878976.9633,13:37:58.499635
042A_05734_131313,20160915.0000,65.9217,32.6601,-10.2450,13.9780,2.3296,33.8596,878976.9633,13:37:25.401068
042A_05933_131313,20160915.0000,66.3222,30.6658,-10.3253,13.9862,2.3296,33.9221,878976.9633,13:36:52.299416
042A_06133_131313,20160915.0000,66.7402,28.6714,-10.3994,13.9893,2.3296,33.9501,878976.9633,13:36:19.199821
042A_06333_131313,20160915.0000,67.1583,26.6743,-10.4775,13.9912,2.3296,33.9772,878976.9633,13:35:46.103309
042A_06518_081313,20160915.0000,67.5603,24.6787,-10.5662,13.9943,2.3296,34.0025,878974.6337,13:35:13.003714
042D_05011_131313,20210221.0000,-120.5703,39.8663,-169.9208,13.9558,2.3296,39.4619,879282.8015,14:07:33.661576
042D_05210_131313,20201006.0000,-121.0251,37.8772,-169.8859,13.9604,2.3296,39.4829,879031.1015,14:07:28.712536
043A_04559_030813,20160903.0000,38.6134,43.9989,-10.0605,13.9469,2.3296,33.5982,879150.5156,15:19:18.245096
043A_04910_040302,20160903.0000,39.3897,40.9357,-10.0532,13.9572,2.3296,33.6836,879150.5156,15:18:27.156299
043A_05008_161514,20200614.0000,39.6066,39.9414,-10.0745,13.9599,2.3296,39.4947,879557.0242,15:18:31.130856
043A_05026_131313,20160903.0000,39.6497,39.7499,-10.0795,13.9598,2.3296,33.7246,879150.5156,15:18:07.436320
043A_05221_121313,20160903.0000,40.0867,37.7899,-10.1211,13.9662,2.3296,33.8028,879150.5156,15:17:34.812586
043A_05421_141313,20160903.0000,40.5272,35.7957,-10.1700,13.9703,2.3296,33.8396,879150.5156,15:17:01.654407
043A_05623_131313,20160903.0000,40.9683,33.7792,-10.2254,13.9744,2.3296,33.8747,879150.5156,15:16:28.140618
043A_05822_131313,20160903.0000,41.4007,31.7871,-10.2859,13.9821,2.3296,33.9394,879150.5156,15:15:55.043077
044A_04329_131313,20160903.0000,13.2776,46.7147,-10.0498,13.9424,2.3296,33.7739,880600.5015,16:58:48.060077
044A_04517_130913,20160903.0000,13.7741,44.7318,-10.0419,13.9468,2.3296,33.8173,880600.5015,16:58:14.961510
044A_04728_131314,20160903.0000,14.2724,42.7193,-10.0423,13.9516,2.3296,33.8598,880600.5015,16:57:41.428192
044A_04913_071213,20160903.0000,14.7553,40.7026,-10.0584,13.9573,2.3296,33.9418,880600.5015,16:57:07.840401
044A_05129_010307,20160903.0000,15.1616,38.9633,-10.0830,13.9573,2.3296,33.9418,880600.5015,16:56:38.881724
044A_05255_141005,20160903.0000,15.5276,37.2772,-10.1260,13.9651,2.3296,34.0189,880600.5015,16:56:10.832631
044D_02803_131313,20200708.0000,-163.2935,61.9478,-168.7793,13.9033,2.3296,39.2765,882644.5261,17:18:53.098709
044D_02964_080909,20170513.0000,-163.2855,59.6460,-168.3202,13.9064,2.3296,33.5856,882699.2708,17:18:58.554442
044D_03600_070805,20170513.0000,-166.2110,54.1394,-169.7192,13.9203,2.3296,33.5711,881342.4673,17:20:41.998189
044D_03605_070807,20201024.0000,-166.2692,53.9758,-169.7341,13.9202,2.3296,39.3358,881343.6320,17:21:11.292666
044D_03692_000002,20200720.0000,-167.8974,53.0706,-170.8639,13.8548,2.3296,43.6702,932058.2017,17:21:25.207618
