frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time
090D_05651_051011,20190331.0000,133.0520,33.2922,-169.7660,13.9709,2.3296,39.6042,878952.1701,21:08:50.479962
090D_05817_000008,20201009.0000,131.8131,31.8254,-170.2013,13.9213,2.3296,43.9079,929707.7326,21:08:50.887417
090D_08876_130400,20170317.0000,126.8662,1.3466,-168.1285,14.0411,2.3296,34.1043,852597.8352,21:17:25.279699
090D_09898_131213,20170305.0000,124.2805,-8.9609,-167.3447,14.0564,2.3296,33.8016,879039.8614,21:20:16.946598
090D_09997_000201,20200617.0000,123.6562,-9.9526,-167.1709,14.0492,2.3296,41.5574,902401.5435,21:20:58.588743
090D_10022_020407,20200605.0000,123.9347,-10.2701,-167.2221,14.0579,2.3296,39.4745,879188.6206,21:21:04.722465
091A_07457_120000,20200816.0000,-60.9669,15.4412,-11.2168,14.0191,2.3296,33.8869,822817.3801,22:11:29.803084
091A_12393_000007,20200331.0000,-71.9250,-33.9016,-16.3820,14.0677,2.3296,43.3759,935494.3649,23:35:38.351527
091A_12595_081313,20200319.0000,-72.1955,-35.8041,-16.1848,14.0673,2.3296,39.0156,885443.7204,23:35:09.586821
091A_12777_131313,20181219.0000,-71.4786,-37.7618,-16.6004,14.0682,2.3296,38.9292,885443.7204,23:34:32.084175
091D_04661_131313,20161012.0000,110.6354,43.3706,-169.9722,13.9462,2.3296,33.7348,880317.1271,22:44:37.841371
091D_06710_070606,20160906.0000,106.2243,22.8923,-169.3485,14.0006,2.3296,33.8844,877835.1451,22:50:17.181544
091D_06853_131313,20160906.0000,105.9359,21.4476,-169.2801,14.0006,2.3296,33.8844,877835.1451,22:50:41.099998
091D_07054_131313,20160906.0000,105.5324,19.4497,-169.1833,14.0037,2.3296,33.9030,877835.1451,22:51:14.204732
091D_07453_131313,20160906.0000,104.7258,15.4521,-168.9780,14.0142,2.3296,33.9357,877835.1451,22:52:20.401866
091D_08678_131314,20200804.0000,102.2263,3.2032,-168.2517,14.0388,2.3296,39.6416,877982.2403,22:56:06.523421
091D_08884_141313,20200804.0000,101.7981,1.1532,-168.1139,14.0409,2.3296,39.6133,877982.2403,22:56:40.464767
091D_09086_131313,20170305.0000,101.3805,-0.8764,-167.9704,14.0457,2.3296,33.8431,877966.7653,22:56:47.525272
091D_09272_091105,20170305.0000,101.0009,-2.6547,-167.8417,14.0486,2.3296,33.8106,877965.6006,22:57:16.973172
092A_07524_171615,20200617.0000,-84.7412,14.8172,-11.0515,14.0230,2.3296,39.6572,877624.9852,23:49:58.243252
092A_07741_131013,20190506.0000,-84.2783,12.5142,-11.1800,14.0253,2.3296,39.6566,877624.9852,23:49:11.048333
092A_07777_161716,20200617.0000,-84.2221,12.2347,-11.1947,14.0253,2.3296,39.6573,877624.9852,23:49:15.492820
092A_07941_091203,20190506.0000,-83.9521,11.1120,-11.2533,14.0289,2.3296,39.6532,877623.8205,23:48:44.843073
092A_08036_141719,20200617.0000,-83.6585,9.4856,-11.3520,14.0310,2.3296,39.6487,877624.9852,23:48:29.969442
092A_08084_081213,20190506.0000,-83.5619,9.0158,-11.3818,14.0309,2.3296,39.6452,877623.8205,23:48:13.117617
092D_04894_141415,20160919.0000,85.4220,41.0349,-169.9379,13.9527,2.3296,33.6791,879345.0341,0:24:01.001113
092D_05115_151414,20160919.0000,84.9098,38.8332,-169.9065,13.9564,2.3296,33.7206,879347.3636,0:24:37.697932
092D_05336_141514,20170604.0000,84.3511,36.6254,-169.8973,13.9602,2.3296,39.7139,881159.3228,0:24:32.574519
092D_05554_141414,20210114.0000,83.8437,34.4440,-169.8535,13.9740,2.3296,39.7537,881161.6523,0:25:31.797181
092D_05573_161617,20210607.0000,83.8050,34.2490,-169.8460,13.9742,2.3296,39.7615,881159.3228,0:25:37.501117
092D_05787_111211,20210601.0000,83.3813,32.0875,-169.7538,13.9843,2.3296,39.5258,878171.7668,0:26:54.650954
092D_05981_121313,20160919.0000,82.9774,30.2052,-169.6895,13.9869,2.3296,33.9395,879347.3636,0:27:01.187066
092D_05982_141513,20201028.0000,82.9924,30.0889,-169.6650,13.9892,2.3296,39.5571,878171.7668,0:27:28.596389
092D_06191_141214,20160919.0000,82.5672,28.1189,-169.5964,13.9914,2.3296,33.9697,879347.3636,0:27:35.662857
092D_06405_141415,20160919.0000,82.2595,26.5092,-169.5178,13.9887,2.3296,34.0223,879347.3636,0:28:02.347062
092D_06628_151414,20200712.0000,81.7063,23.7113,-169.3892,13.9951,2.3296,39.6506,878171.7668,0:29:10.021592
093A_04430_131313,20200120.0000,-116.0587,45.6986,-10.0396,13.9464,2.3296,39.3989,879871.5742,1:36:30.305241
093A_04628_131313,20200120.0000,-115.5560,43.7147,-10.0298,13.9509,2.3296,39.4471,879871.5742,1:35:57.203591
093D_04879_131313,20160919.0000,60.7912,41.1884,-169.9284,13.9502,2.3296,33.6028,878973.9680,2:02:42.989821
093D_05078_131313,20160919.0000,60.3291,39.2005,-169.9011,13.9540,2.3296,33.6467,878975.1328,2:03:16.088389
093D_05277_131313,20160919.0000,59.8692,37.2122,-169.8681,13.9614,2.3296,33.7260,878973.9680,2:03:49.189013
093D_05476_131313,20160919.0000,59.4284,35.2223,-169.8194,13.9665,2.3296,33.7638,878975.1328,2:04:22.287579
093D_05675_131313,20160919.0000,58.9904,33.2314,-169.7649,13.9707,2.3296,33.7998,878973.9680,2:04:55.393341
093D_05874_131313,20160919.0000,58.5499,31.2377,-169.7070,13.9757,2.3296,33.8342,878973.9680,2:05:28.487798
093D_06074_131313,20160919.0000,58.1438,29.2450,-169.6277,13.9812,2.3296,33.8973,878973.9680,2:06:01.587393
093D_06273_131313,20160919.0000,57.7323,27.2491,-169.5477,13.9864,2.3296,33.9259,878975.1328,2:06:34.682877
093D_06299_171713,20200618.0000,57.6584,26.9190,-169.5378,13.9864,2.3296,39.6723,878975.1328,2:07:00.206589
093D_06417_040510,20160919.0000,57.3759,25.5273,-169.4759,13.9894,2.3296,33.9521,878975.1328,2:07:03.227360
094A_01987_110806,20210303.0000,-150.3492,70.3379,-13.4587,13.8927,2.3296,39.1011,882634.7677,3:22:13.714680
094A_02536_131313,20201010.0000,-146.9125,64.6422,-11.4896,13.9038,2.3296,39.2144,882635.9324,3:20:41.205378
094A_02732_131313,20200904.0000,-146.1067,62.6788,-11.1728,13.9063,2.3296,39.2625,882634.7677,3:20:07.122379
094A_02927_141212,20200904.0000,-145.2982,60.6825,-10.8674,13.9075,2.3296,39.3075,882634.7677,3:19:33.545894
094D_04419_131413,20160907.0000,37.2129,45.7833,-169.9489,13.9363,2.3296,33.6064,880142.5763,3:40:10.512028
094D_04913_101213,20160907.0000,36.0278,40.9575,-169.9397,13.9508,2.3296,33.7776,880142.5763,3:41:30.976779
094D_05100_131313,20160907.0000,35.5506,38.9683,-169.9208,13.9569,2.3296,33.8185,880142.5763,3:42:04.087680
094D_05288_130913,20160907.0000,35.1141,37.0088,-169.8766,13.9613,2.3296,33.8582,880142.5763,3:42:36.708331
094D_05480_120210,20160907.0000,34.6989,35.1012,-169.8241,13.9659,2.3296,33.9334,880141.4115,3:43:08.430704
095A_03649_040505,20200401.0000,-167.5363,53.5125,-10.2177,13.9230,2.3296,39.3369,881169.3067,4:56:09.561027
095D_04191_131313,20160907.0000,13.0841,48.0584,-169.9446,13.9319,2.3296,33.6680,880908.8357,5:18:17.139225
095D_04389_131313,20160907.0000,12.5791,46.0751,-169.9614,13.9360,2.3296,33.7145,880908.8357,5:18:50.243958
095D_04589_131313,20160907.0000,12.0888,44.0907,-169.9626,13.9418,2.3296,33.8040,880908.8357,5:19:23.344581
095D_04767_130707,20160907.0000,11.6117,42.1319,-169.9554,13.9462,2.3296,33.8467,880908.8357,5:19:55.962150
096A_09625_110000,20191028.0000,155.4678,-6.2408,-12.3196,14.0548,2.3296,33.7983,824140.9633,7:57:12.234752
096A_13556_161717,20191227.0000,168.4459,-45.5586,-18.7159,14.0648,2.3296,38.6796,886538.4483,7:46:08.269484
096D_06193_040504,20190320.0000,-16.1404,28.2126,-169.5876,13.9864,2.3296,39.6316,878694.5871,7:02:41.901717
097A_04619_080807,20190501.0000,145.6831,43.7918,-10.0295,13.9469,2.3296,39.4659,880075.5773,8:10:51.308179
097A_09049_091312,20200724.0000,130.2929,-0.5211,-12.0043,14.0479,2.3296,39.6021,878278.9267,9:38:13.931658
098A_09673_121312,20190507.0000,106.9653,-6.6039,-12.4655,14.0544,2.3296,39.5033,878728.0328,11:15:03.972861
098D_09505_131313,20200805.0000,-72.3348,-5.0658,-167.6618,14.0515,2.3296,39.5562,878694.9199,10:29:35.467514
098D_09705_131313,20200805.0000,-72.7756,-7.0627,-167.5043,14.0536,2.3296,39.5081,878694.9199,10:30:08.568136
098D_10484_131109,20190618.0000,-74.6311,-14.9730,-166.7956,14.0685,2.3296,39.3230,879232.4422,10:31:28.862181
099A_04855_080909,20160907.0000,96.8846,41.3588,-10.0517,13.9553,2.3296,33.5915,878759.8148,11:28:10.180346
099A_05018_131313,20160907.0000,97.2419,39.8133,-10.0739,13.9678,2.3296,33.6716,878759.8148,11:27:44.383114
099A_05217_131313,20160907.0000,97.7247,37.8247,-10.0917,13.9681,2.3296,33.7109,878759.8148,11:27:11.281463
099A_05416_131313,20160907.0000,98.1566,35.8364,-10.1459,13.9751,2.3296,33.7488,878759.8148,11:26:38.184951
099A_05417_131313,20160907.0000,98.1649,35.8361,-10.1402,13.9751,2.3296,39.4983,878759.8148,11:26:38.184951
099A_05615_131313,20160907.0000,98.6042,33.8456,-10.1946,13.9832,2.3296,33.8194,878759.8148,11:26:05.087411
099A_05815_131313,20160907.0000,99.0361,31.8537,-10.2568,13.9860,2.3296,33.8519,878759.8148,11:25:31.990899
099A_06014_131313,20160907.0000,99.4549,29.8598,-10.3299,13.9895,2.3296,33.8824,878759.8148,11:24:58.894387
099A_06214_131313,20160907.0000,99.8508,27.8638,-10.4175,13.9951,2.3296,33.9367,878759.8148,11:24:25.794792
099A_06414_131313,20160907.0000,100.2604,25.8660,-10.5020,13.9967,2.3296,33.9615,878759.8148,11:23:52.692114
099A_06613_131313,20160907.0000,100.6578,23.8683,-10.5949,13.9999,2.3296,33.9846,878759.8148,11:23:19.588407
099A_07013_131313,20160919.0000,101.4428,19.8694,-10.7927,14.0107,2.3296,33.8880,877729.1500,11:22:13.906823
099D_07183_130908,20200401.0000,-92.1719,18.4092,-169.1349,14.0067,2.3296,39.6590,877755.8327,12:01:02.889383
099D_07205_161211,20200401.0000,-92.2222,18.1595,-169.1228,14.0067,2.3296,39.6605,877756.9975,12:01:07.026190
099D_07357_131313,20170306.0000,-92.5626,16.4121,-169.0283,14.0147,2.3296,33.9071,877729.6492,12:01:58.007439
099D_07414_161310,20200401.0000,-92.7371,15.7234,-169.0019,14.0161,2.3296,39.6709,877756.9975,12:01:47.437399
099D_07499_070400,20190618.0000,-92.5451,14.9105,-168.8733,14.0187,2.3296,37.0266,850831.9199,12:01:57.271607
100A_04583_202020,20200817.0000,71.4975,44.1563,-10.0530,13.9545,2.3296,39.3463,879206.4251,13:08:05.485541
100A_05036_121313,20200606.0000,72.6166,39.6337,-10.0635,13.9649,2.3296,39.4545,879205.2603,13:06:45.854550
100A_05236_141313,20160919.0000,73.0903,37.6475,-10.0888,13.9717,2.3296,33.7821,879205.2603,13:05:53.451319
100A_05438_131313,20160919.0000,73.5429,35.6267,-10.1364,13.9709,2.3296,33.8195,879205.2603,13:05:19.943695
100A_05637_131313,20160919.0000,73.9274,33.6344,-10.2221,13.9732,2.3296,33.8553,879205.2603,13:04:46.844100
100A_05836_131313,20160919.0000,74.3418,31.6403,-10.2934,13.9802,2.3296,33.9263,879205.2603,13:04:13.737311
100A_06036_131313,20160919.0000,74.6980,29.9779,-10.3500,13.9802,2.3296,33.9263,879205.2603,13:03:46.150717
100D_04517_131313,20170306.0000,-111.1575,44.8043,-169.9554,13.9450,2.3296,33.5607,879364.3361,13:32:51.239702
100D_04716_131313,20170306.0000,-111.6684,42.8176,-169.9682,13.9492,2.3296,33.6051,879364.3361,13:33:24.346491
100D_04915_131313,20200114.0000,-112.1329,40.8324,-169.9442,13.9525,2.3296,39.4415,879365.5009,13:34:17.810602
100D_05113_131313,20170306.0000,-112.5897,38.8419,-169.9122,13.9599,2.3296,33.7339,879363.1713,13:34:30.551850
100D_05313_131313,20170306.0000,-113.0266,36.8527,-169.8635,13.9638,2.3296,33.7746,879363.1713,13:35:03.649388
100D_05711_131313,20190519.0000,-113.8951,32.8696,-169.7527,13.9722,2.3296,39.6163,879364.3361,13:36:25.284988
100D_05917_141413,20170411.0000,-114.3293,30.8222,-169.6830,13.9758,2.3296,33.9590,879655.6978,13:36:44.875022
101A_04411_111112,20191127.0000,46.3672,45.8754,-10.0704,13.9443,2.3296,39.2778,878900.4204,14:47:13.966046
101A_04597_131313,20191127.0000,46.8484,44.0300,-10.0504,13.9515,2.3296,39.3230,878900.4204,14:46:43.140925
101A_04798_131413,20191127.0000,47.3401,42.0151,-10.0567,13.9528,2.3296,39.3713,878900.4204,14:46:09.557245
101A_04997_131413,20200314.0000,47.8066,40.0274,-10.0802,13.9624,2.3296,39.4190,878901.5852,14:45:33.638749
101A_05193_131313,20191127.0000,48.2597,38.0678,-10.1111,13.9666,2.3296,39.4616,878900.4204,14:45:03.831861
101A_05392_131313,20191127.0000,48.6998,36.0776,-10.1589,13.9701,2.3296,39.5045,878901.5852,14:44:30.734322
101A_05600_141515,20191127.0000,49.1563,34.0040,-10.2138,13.9748,2.3296,39.5468,878901.5852,14:43:56.259559
101A_05808_131313,20160907.0000,49.6016,31.9295,-10.2805,13.9789,2.3296,33.8984,879018.3962,14:43:02.671409
101A_05977_060913,20160907.0000,50.0148,29.9359,-10.3549,13.9828,2.3296,33.9290,879018.3962,14:42:29.569759
101A_06166_041107,20160907.0000,50.3341,28.3823,-10.4162,13.9865,2.3296,33.9572,879018.3962,14:42:03.793082
101A_09463_131313,20190507.0000,32.4387,-4.6331,-12.3073,14.0546,2.3296,39.5163,878223.1836,16:11:52.968687
101A_10063_131313,20200531.0000,33.7997,-10.6159,-12.8028,14.0617,2.3296,39.4976,879668.4032,16:09:39.981447
101A_10261_131313,20200531.0000,34.2598,-12.6109,-12.9814,14.0626,2.3296,39.4372,879668.4032,16:09:06.880823
101D_03363_131313,20170312.0000,-132.6044,56.3451,-169.5761,13.9157,2.3296,33.5583,881860.1883,15:07:41.144256
101D_03524_080800,20170312.0000,-132.5336,54.7549,-169.2153,13.9175,2.3296,33.6024,855227.4707,15:08:06.867487
102A_04177_131313,20160907.0000,21.1082,48.2336,-10.0724,13.9377,2.3296,33.7487,880842.7760,16:26:18.696479
102A_04573_131313,20160907.0000,22.1214,44.2676,-10.0398,13.9456,2.3296,33.8364,880843.9408,16:25:12.488040
102A_04769_121313,20160907.0000,22.6123,42.3086,-10.0374,13.9531,2.3296,33.9214,880842.7760,16:24:39.855055
102A_04971_141314,20160907.0000,23.0793,40.2928,-10.0647,13.9568,2.3296,33.9623,880843.9408,16:24:06.261099
102A_05176_131313,20160907.0000,23.5522,38.2497,-10.0973,13.9610,2.3296,34.0020,880842.7760,16:23:32.272476
102A_05391_131616,20160907.0000,24.0421,36.0097,-10.1546,13.9676,2.3296,34.0772,880843.9408,16:22:55.021683
102D_02544_131313,20201004.0000,-154.0637,64.5355,-168.4136,13.8980,2.3296,39.1710,882273.7928,16:45:18.947359
102D_02741_131313,20200501.0000,-154.9593,62.5721,-168.8109,13.9031,2.3296,39.2161,882272.6281,16:45:43.875039
102D_02937_131313,20200501.0000,-155.7727,60.6051,-169.1266,13.9068,2.3296,39.2602,882272.6281,16:46:16.969496
102D_03135_131313,20170312.0000,-156.4988,58.6343,-169.3585,13.9083,2.3296,33.5420,882272.5208,16:45:47.285033
102D_03311_000303,20200724.0000,-157.8820,56.8732,-170.1742,13.8800,2.3296,41.4087,905346.9420,16:47:25.867429
102D_03323_121113,20170312.0000,-157.1843,56.6623,-169.5491,13.9140,2.3296,33.6272,882272.5208,16:46:20.382574
102D_03341_121118,20201028.0000,-157.3066,56.2518,-169.5712,13.9139,2.3296,39.3581,882272.6281,16:47:38.399085
102D_03465_000006,20200501.0000,-159.0452,55.3489,-170.8240,13.8481,2.3296,43.6829,932963.9021,16:47:47.564027
102D_11050_000002,20211210.0000,-175.5882,-20.5000,-165.8751,14.0547,2.3296,43.5544,930945.0039,17:09:00.724417
103A_07010_121313,20190507.0000,2.6941,19.8919,-10.7935,14.0096,2.3296,39.6604,877923.1692,17:57:23.620715
103D_03792_030102,20170306.0000,176.6883,52.0902,-169.8454,13.9258,2.3296,33.6082,881062.2542,18:27:03.209747
104D_09326_121313,20210402.0000,139.9137,-3.2452,-167.7945,14.0494,2.3296,39.7022,879611.1033,20:21:31.974954
104D_09523_131313,20200724.0000,139.4734,-5.2412,-167.6419,14.0519,2.3296,39.6540,879611.1033,20:22:05.420525
105A_10422_131313,20200730.0000,-64.1053,-14.2243,-13.1299,14.0626,2.3296,39.4073,880044.4610,22:43:41.670797
105A_10622_131313,20200730.0000,-63.6077,-16.2116,-13.3310,14.0657,2.3296,39.3395,880044.4610,22:43:08.572229
105A_10820_131313,20200730.0000,-63.1129,-18.2009,-13.5388,14.0660,2.3296,39.2678,880044.4610,22:42:35.474689
105A_11019_131313,20200730.0000,-62.6087,-20.1892,-13.7568,14.0665,2.3296,39.1924,880044.4610,22:42:02.373038
105D_06687_131008,20191127.0000,120.6417,23.0554,-169.3610,13.9971,2.3296,39.6570,878009.6958,21:52:57.710106
105D_07423_130000,20200724.0000,119.9461,15.7608,-168.8011,14.0137,2.3296,34.0337,823750.8689,21:54:59.883100
105D_08392_111313,20200805.0000,117.2140,6.1234,-168.4395,14.0354,2.3296,39.7082,878270.7732,21:57:42.254694
105D_08586_131313,20200724.0000,116.8099,4.1231,-168.3107,14.0388,2.3296,39.6872,878270.7732,21:58:14.816643
105D_09782_131111,20170306.0000,114.2688,-7.7531,-167.4446,14.0549,2.3296,33.8148,878853.4965,22:01:05.557516
106A_07020_040200,20210321.0000,-71.7294,19.8613,-10.9171,14.0072,2.3296,36.9893,850872.9609,22:53:48.487918
106A_07119_131211,20210321.0000,-71.1254,18.7347,-10.8493,14.0101,2.3296,39.6436,877793.3793,22:53:28.768965
106A_09048_000909,20201210.0000,-91.5055,-0.4693,-12.0191,14.0343,2.3296,41.6437,901242.4791,0:26:14.884940
106A_09090_000404,20200731.0000,-91.2960,-0.8853,-12.0569,14.0343,2.3296,41.6375,901241.3143,0:26:06.285991
106D_03814_131313,20170312.0000,102.5912,51.8363,-169.8315,13.9247,2.3296,33.5263,880647.4848,23:22:39.306232
106D_04012_131313,20201103.0000,102.0153,49.8576,-169.9117,13.9297,2.3296,39.3663,880751.4831,23:23:41.510115
106D_04210_131313,20160907.0000,101.5115,48.0416,-169.9618,13.9335,2.3296,33.6346,880769.0622,23:24:27.750858
106D_04421_141412,20161013.0000,100.9449,45.8094,-169.9784,13.9413,2.3296,33.7024,880647.5921,23:25:05.783193
106D_04635_151414,20161013.0000,100.4084,43.6341,-169.9781,13.9436,2.3296,33.7471,880647.5921,23:25:42.047318
106D_05049_131313,20160919.0000,99.4419,39.4908,-169.9268,13.9557,2.3296,33.6437,878978.9600,23:26:50.787318
106D_05248_131313,20160919.0000,98.9874,37.5018,-169.8906,13.9602,2.3296,33.6899,878978.9600,23:27:23.883830
106D_05447_131313,20160919.0000,98.5233,35.5134,-169.8553,13.9715,2.3296,33.7708,878976.6305,23:27:56.981370
106D_05646_131313,20160919.0000,98.0893,33.5233,-169.7980,13.9764,2.3296,33.8079,878978.9600,23:28:30.085076
106D_05845_131313,20160919.0000,97.6587,31.5295,-169.7341,13.9808,2.3296,33.8432,878976.6305,23:29:03.183645
106D_06044_131313,20210426.0000,97.2689,29.5321,-169.6471,13.9880,2.3296,39.6280,878715.0539,23:29:59.130141
106D_06244_131313,20160907.0000,96.8631,27.5327,-169.5622,13.9903,2.3296,33.8179,877985.9010,23:30:08.854131
106D_06445_131313,20160907.0000,96.4781,25.5376,-169.4672,13.9921,2.3296,33.8467,877985.9010,23:30:41.949616
106D_06644_131313,20160907.0000,96.0691,23.5406,-169.3798,13.9948,2.3296,33.8713,877985.9010,23:31:15.046127
106D_06844_131313,20160907.0000,95.6625,21.5433,-169.2878,13.9990,2.3296,33.8919,877985.9010,23:31:48.145722
106D_07044_131313,20160907.0000,95.2565,19.5448,-169.1917,14.0058,2.3296,33.9250,877985.9010,23:32:21.245319
107A_06930_130000,20190502.0000,-97.0079,20.7184,-11.0218,14.0054,2.3296,33.8812,822910.4552,0:31:56.100688
107A_07051_231204,20200613.0000,-96.0526,19.9666,-10.7814,14.0095,2.3296,39.6484,877727.3787,0:31:50.026513
107A_07124_101204,20190502.0000,-95.8509,18.9981,-10.8295,14.0094,2.3296,39.6537,877727.3787,0:31:25.334149
107A_07287_131313,20200402.0000,-95.4839,17.1351,-10.9282,14.0155,2.3296,39.6605,877727.3787,0:30:59.484107
107A_07298_151315,20200613.0000,-95.4563,16.9976,-10.9346,14.0156,2.3296,39.6653,877727.3787,0:31:00.851440
107A_09015_000505,20201029.0000,-91.3660,-0.1364,-12.0009,14.0317,2.3296,41.6495,901242.5864,0:27:03.509719
107A_09018_000205,20201017.0000,-91.3660,-0.1364,-12.0004,14.0317,2.3296,41.6500,901242.5864,0:27:03.517180
107D_04692_131313,20200818.0000,75.6101,43.0641,-169.9618,13.9445,2.3296,39.3732,879029.5448,1:04:59.311437
107D_05092_141313,20160920.0000,74.6336,39.0711,-169.9397,13.9602,2.3296,33.7646,879777.0014,1:05:42.423657
107D_05486_131313,20160908.0000,73.7747,35.1101,-169.8325,13.9723,2.3296,33.7214,878674.1202,1:06:47.699810
107D_05686_131313,20160908.0000,73.3653,33.1139,-169.7600,13.9740,2.3296,33.7619,878674.1202,1:07:20.796322
107D_05886_131313,20160908.0000,72.9533,31.1204,-169.6869,13.9739,2.3296,33.7985,878674.1202,1:07:53.893861
107D_06085_131313,20160908.0000,72.5339,29.1273,-169.6148,13.9810,2.3296,33.8619,878674.1202,1:08:26.987290
107D_06286_131313,20160908.0000,72.1337,27.2161,-169.5412,13.9850,2.3296,33.8906,878676.4498,1:08:58.700413
107D_06498_131413,20161002.0000,71.6833,24.9998,-169.4467,13.9920,2.3296,33.9029,878403.8909,1:09:36.241537
108A_03087_131313,20190508.0000,-130.3264,58.8915,-10.7311,13.9153,2.3296,39.2832,882089.5910,2:21:59.747675
108A_03285_131313,20190508.0000,-129.6241,57.1546,-10.4777,13.9176,2.3296,39.3300,882089.5910,2:21:26.649108
108A_03483_131313,20190508.0000,-128.9749,55.1797,-10.3229,13.9202,2.3296,39.3777,882089.5910,2:20:53.549513
108D_05237_030413,20161201.0000,49.7868,38.1356,-169.8890,13.9610,2.3296,33.7651,879320.2409,2:44:42.091654
108D_05387_141313,20170211.0000,49.3263,36.0941,-169.8457,13.9610,2.3296,33.7670,879320.2409,2:45:12.937511
108D_05585_121313,20160920.0000,48.8990,34.1596,-169.7950,13.9718,2.3296,33.8431,879321.4056,2:45:48.659844
108D_05781_131313,20160920.0000,48.4605,32.1630,-169.7374,13.9760,2.3296,33.8776,879321.4056,2:46:21.758412
109D_04925_131313,20160908.0000,25.6893,40.7211,-169.9340,13.9487,2.3296,33.7648,880227.6053,4:22:43.510590
109D_05155_171613,20160908.0000,25.1685,38.4589,-169.8978,13.9559,2.3296,33.8469,880225.2757,4:23:21.168381
109D_05390_141615,20160908.0000,24.6335,36.0510,-169.8416,13.9596,2.3296,33.8862,880225.2757,4:24:01.211645
110A_03818_040303,20190830.0000,-177.3163,51.8193,-10.1351,13.9270,2.3296,39.3596,880971.7932,5:36:51.383093
111A_03605_131313,20200115.0000,157.3379,53.9524,-10.2591,13.9229,2.3296,39.3406,881480.9098,7:16:52.325037
111A_03775_131006,20190508.0000,157.9297,51.9741,-10.1599,13.9268,2.3296,39.3748,881230.4818,7:16:13.552883
111A_09704_121313,20200701.0000,146.1310,-7.0612,-12.5013,14.0559,2.3296,39.5075,878650.3254,8:38:47.870575
111D_02489_111313,20170406.0000,-15.9676,65.0544,-168.2822,13.8972,2.3296,39.1618,882348.2316,7:32:40.870549
111D_02490_152021,20201222.0000,-15.9892,64.9433,-168.2793,13.8961,2.3296,39.1840,882652.4059,7:33:10.366613
112A_05300_030808,20190514.0000,136.9661,37.0119,-10.1285,13.9642,2.3296,39.5232,879088.6750,8:50:07.427501
112A_05454_131213,20171027.0000,137.3081,35.4373,-10.1720,13.9681,2.3296,39.5527,879088.6750,8:49:35.822585
112A_09051_071616,20201023.0000,119.9949,-0.4226,-11.9978,14.0482,2.3296,39.5950,878246.2055,10:18:45.316391
112A_09265_131311,20200109.0000,120.4751,-2.6694,-12.1599,14.0517,2.3296,39.5539,878246.2055,10:17:59.718600
112A_09831_050508,20190508.0000,121.6932,-8.2137,-12.5942,14.0564,2.3296,39.4840,878899.5886,10:17:03.638115
112D_10392_131313,20200725.0000,-59.9546,-13.9311,-166.9034,14.0611,2.3296,39.3129,878748.8325,9:34:26.085473
112D_10590_131313,20200731.0000,-60.4977,-15.9072,-166.6896,14.0624,2.3296,39.6736,883339.1272,9:34:17.639414
112D_10788_131313,20200731.0000,-60.9921,-17.8962,-166.4824,14.0635,2.3296,39.6027,883339.1272,9:34:50.739009
112D_10987_131313,20200731.0000,-61.4971,-19.8847,-166.2640,14.0649,2.3296,39.5284,883341.4568,9:35:23.839632
112D_11185_131313,20200731.0000,-62.0229,-21.8693,-166.0300,14.0659,2.3296,39.4503,883341.4568,9:35:56.941283
112D_11383_131313,20200731.0000,-62.5587,-23.8528,-165.7838,14.0664,2.3296,39.3690,883341.4568,9:36:30.040878
112D_11977_131313,20200719.0000,-64.2807,-29.7872,-164.9408,14.0676,2.3296,38.9906,882095.1411,9:38:08.435334
112D_12174_131313,20200731.0000,-64.9163,-31.7557,-164.6089,14.0681,2.3296,39.0177,883341.4568,9:38:42.441315
112D_12370_131313,20190830.0000,-65.5622,-33.7246,-164.2604,14.0685,2.3296,38.9247,883341.4568,9:39:10.598787
112D_12567_131313,20200731.0000,-66.2374,-35.6891,-163.8850,14.0678,2.3296,38.8307,883341.4568,9:39:48.638450
112D_12763_131313,20200731.0000,-66.9552,-37.6471,-163.4714,14.0677,2.3296,38.7356,883341.4568,9:40:21.737018
112D_12958_131313,20200731.0000,-67.7009,-39.6022,-163.0281,14.0667,2.3296,38.6400,883341.4568,9:40:54.837641
112D_13153_131313,20170301.0000,-68.5041,-41.5492,-162.5318,14.0678,2.3296,32.8488,883799.2158,9:41:01.300596
112D_13347_131313,20200731.0000,-69.3384,-43.4927,-162.0048,14.0675,2.3296,38.4485,883341.4568,9:42:01.035804
112D_13540_131313,20200731.0000,-70.2338,-45.4280,-161.4185,14.0652,2.3296,38.3534,883341.4568,9:42:34.134372
112D_13733_131313,20200731.0000,-71.1971,-47.3542,-160.7671,14.0640,2.3296,38.2594,883341.4568,9:43:07.231911
112D_13925_131313,20200731.0000,-72.2242,-49.2731,-160.0518,14.0642,2.3296,38.1664,883339.1272,9:43:40.330478
113A_04676_131313,20161002.0000,110.8129,43.2363,-10.0524,13.9521,2.3296,33.5868,878844.8438,10:31:06.230809
113A_04875_131313,20161002.0000,111.2937,41.2498,-10.0630,13.9559,2.3296,33.6290,878844.8438,10:30:33.135325
113A_05074_131313,20161002.0000,111.7550,39.2612,-10.0912,13.9634,2.3296,33.7101,878844.8438,10:30:00.039840
113A_05672_131313,20201017.0000,113.0772,33.2886,-10.2378,13.9749,2.3296,39.5652,878893.5982,10:28:46.025457
