frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time,s1AorB,slope_plates_vel_azi_itrf2014,slope_daz_mm_mmyear,daz_mm_RMSE_selection,daz_mm_count_selection,intercept_daz_mm_mmyear,daz_mm_RMSE_mmy_full,daz_mm_notide_RMSE_selection,daz_mm_notide_count_selection,slope_daz_mm_notide_mmyear,intercept_daz_mm_notide_mmyear,daz_mm_notide_RMSE_mmy_full,daz_mm_notide_noiono_grad_RMSE_selection,daz_mm_notide_noiono_grad_count_selection,slope_daz_mm_notide_noiono_grad_mmyear,intercept_daz_mm_notide_noiono_grad_mmyear,daz_mm_notide_noiono_grad_RMSE_mmy_full
084A_05125_131313,20160906,107.7688,38.7509,-10.0937,13.9627,2.3296,33.7557,879334.5511,10:46:18.121670,A,-12.218725330923094,-8.225086394073392,18.942961637516152,54,18.732006951536448,4.461710812496396,21.63072380356295,62,-8.281617014986264,-9.570235524136352,3.940330145946947,19.12273267574013,58,-8.828716659504197,-21.076078255827625,4.203947298103775
084A_05324_131313,20160906,108.2212,36.7616,-10.133,13.9699,2.3296,33.838,879333.3863,10:45:45.025157,A,-12.374399988592012,-6.372003859729907,17.757346122217363,44,-14.881503781301632,5.057898254597379,20.56769445067933,46,-7.68663167893021,-59.889041426383805,5.069178909908941,19.957792317186023,49,-8.129816771063089,-79.63315054449217,4.898241861362855
084A_05722_131313,20160918,109.0812,32.7756,-10.2497,13.9791,2.3296,33.808,878475.4418,10:44:39.351817,A,-12.639124944836976,-2.8460660427250506,19.281238760505037,55,-88.19249255307541,4.525496602090311,19.932050261197627,58,-2.741530924967278,-177.12523347463724,4.1012422947768,21.134440489056608,56,-1.3840607347403069,-219.49565137685076,4.59851196096669
084A_05922_131313,20200430,109.5032,30.7828,-10.3184,13.9847,2.3296,39.6178,878951.338,10:44:23.481888,A,-12.767602858073294,-10.055825542591265,23.676333407613,52,111.78108420717967,3.5214239865737005,18.40146356788669,49,-10.568273614303695,187.4555222131966,3.168501484048957,23.76038684054035,51,-18.80830807705952,207.90677293963773,3.545167177916532
084D_08014_091312,20170305,-83.5829,9.9248,-168.6674,14.027,2.3296,33.9055,877648.7801,11:22:36.713172,A,0.0,-12.275412042976743,22.116987891870625,87,-43.46092687598393,3.420830817156,20.93918613842527,91,-13.698765499583605,-97.91309689092172,3.208595947376488,20.31817173394921,88,-13.38603053873462,-101.24904769877512,3.265500788703726
084D_08033_121612,20200617,-83.6499,9.6784,-168.6583,14.0269,2.3296,39.6566,877651.1097,11:23:04.554710,A,0.0,-14.537061385206806,18.41337842985156,86,174.505591368453,2.414745613814178,17.462087726382467,87,-16.733049918741077,281.8120105144397,2.214244682243374,17.10538360313156,86,-17.17387741150285,278.5183822975455,2.264594291944959
085A_05256_131313,20160906,83.3926,37.4404,-10.1123,13.975,2.3296,33.7958,879201.9324,12:24:40.909604,A,-5.731809552848238,4.442628472062967,20.594482668500167,47,-40.57496091471849,2.8378764669823435,22.14199352767496,48,5.448840563311461,-76.9651446056574,2.543483683977024,25.181445918810383,48,-2.074403592364501,-59.32139880849253,2.803566719446068
085A_05455_131313,20160906,83.8612,35.454,-10.1443,13.9785,2.3296,33.8327,879201.9324,12:24:07.817204,A,-5.895135588605633,6.66827402837786,18.48755328015409,49,-67.30459759704522,2.485854368984368,22.473995729860423,54,6.409507943385993,-116.64412552798764,2.328642999574845,21.168704950882955,49,-4.642431220543202,-90.34341129812842,2.50354597127037
085A_05654_131313,20160906,84.3066,33.4624,-10.1957,13.9816,2.3296,33.8679,879201.9324,12:23:34.712469,A,-6.030489112684535,8.195928235467086,19.782067592986767,71,-61.97623645698869,3.187943848396857,22.269951608317,71,9.103948271566823,-99.99122451037896,3.150318588198821,23.0412840443614,72,-1.393918314265649,-76.90544258601203,3.059015277041366
085A_05853_131313,20160906,84.7265,31.4688,-10.2658,13.9899,2.3296,33.9326,879201.9324,12:23:01.614929,A,-6.199742876711968,14.681397513837044,21.073264741793416,73,-95.05869693532742,2.3749669716838904,20.50235212125513,73,14.684230499086883,-137.6543076756484,2.381801625855668,20.435573570594624,77,1.1240471629998403,-107.02720085789008,2.0062009007249846
085A_06053_131313,20160906,85.1487,29.4702,-10.3388,13.9882,2.3296,33.9618,879201.9324,12:22:28.513278,A,-6.332789465135129,9.87788293107696,32.496629766972944,76,-86.83907972242243,3.051543854567281,33.468646972026995,77,9.57286561203203,-145.06369532288898,3.0508259622670053,28.104634417951463,77,-5.880109193353131,-115.10347145610564,2.780415821540334
085A_06253_131313,20160906,85.522,27.4748,-10.4377,13.9884,2.3296,33.9902,879201.9324,12:21:55.416767,A,12.762477363236052,11.94792427150288,25.21402240896809,85,-96.02217326989594,4.700524501942393,25.52052125843562,82,12.641576636610075,-149.3041313393536,4.6609818369066005,27.622064569465078,86,9.849668809072112,-191.0843193335415,4.383042938821313
086A_05013_131313,20160906,58.1189,39.8786,-10.0881,13.958,2.3296,33.7343,879358.5122,14:04:06.217500,A,1.4872089528449193,2.9245503406195867,20.41988370222481,45,25.89593255065882,3.382709160788528,16.161239356534104,43,3.1715642346066737,52.15351617237397,3.266681475207293,18.41663745539766,45,0.0956128634531416,59.554455136568,3.472135533534844
086A_05211_131313,20160906,58.5753,37.8903,-10.122,13.9643,2.3296,33.7743,879358.5122,14:03:33.118933,A,1.3141518817276248,-0.9541516793741364,20.37303603959654,52,36.67920784465314,2.7263168069440646,16.716036914047613,48,-1.0445970498360382,58.4085936527124,2.490743983309708,17.198061718736433,47,-4.951810805586041,68.20781680932024,2.664923930751076
086A_05410_131313,20160906,59.0331,35.9005,-10.1592,13.9716,2.3296,33.8521,879358.5122,14:03:00.023448,A,1.1476396977096577,9.458001341723367,20.898426382378567,58,29.12810858437406,2.0343418077205384,15.558024954710476,54,9.416582874890238,89.02634823849873,1.8269071367179412,22.17296703960098,61,2.968001588540793,107.964536143093,2.0908672380833675
086A_05609_131313,20160906,59.4663,33.9099,-10.2153,13.9754,2.3296,33.8912,879358.5122,14:02:26.928991,A,1.0038020122031863,11.180944324071248,19.095926598130102,41,24.883382366262357,2.1915264763661333,16.534937075103812,42,11.19396565658137,93.04907134200776,1.999279799653358,17.403093141600625,42,2.2742573719269794,123.51694983153764,2.2102937899426167
086A_06008_131313,20160918,60.2987,29.9198,-10.3572,13.9863,2.3296,33.8326,878319.0284,14:01:21.241625,A,0.7219528674523221,8.466996297762176,23.254901433507165,70,-29.118708809843923,2.3474296031506383,23.684910882856805,75,8.321046120588667,-12.96440078850022,2.333414800834721,25.66062559676881,69,-4.262931127833127,24.180728957816186,2.542963870266865
086A_06208_131313,20160918,60.7179,27.9256,-10.4317,13.9893,2.3296,33.8619,878319.0284,14:00:48.137919,A,0.587632586956844,13.421246919187858,29.25772921051198,50,-38.54972492029496,3.4133611270054827,22.21672075986691,45,13.57185843235021,-1.9994337059461031,3.4502901613789003,24.912467215402696,48,1.558967140040095,32.6245812472834,3.0445135754076063
086A_06402_111313,20160918,61.1246,26.1419,-10.4884,13.9922,2.3296,33.8895,878316.6988,14:00:15.039352,A,3.517166132050001,6.285482227207117,28.82293807775116,56,33.026454415320494,4.999081210102798,21.62327300728793,49,7.304944232460289,98.07954552447708,4.953742001773565,30.05167894136244,53,-3.293398268665032,106.35110146662608,4.739978743991117
086D_03905_131313,20170311,-123.9539,50.92,-169.8626,13.9271,2.3296,33.5162,880482.2523,14:28:03.346311,B,14.993456780259548,-4.202373121542321,104.09461864550124,19,63.80217957318525,85.47235648541921,102.4011685145256,19,-4.246238432098419,55.8716160451125,82.2976451895768,106.6125047293772,20,-4.297959494544365,58.55441423849869,82.05847173706935
087A_04904_121313,20160906,33.1794,40.9672,-10.0741,13.9595,2.3296,33.7216,879170.4833,15:43:08.975949,A,7.720569442075941,10.59348621257488,16.65780592045391,87,-52.05212266504486,4.262996665145048,14.120696953813283,86,11.12565734681066,-58.53781994622275,4.188577100463278,17.398069044285148,94,10.817229049040606,-68.82091907079455,4.508452259378787
087A_05101_131313,20160906,33.6479,39.0049,-10.0935,13.9633,2.3296,33.7615,879170.4833,15:42:36.282325,A,7.563920018102257,9.363284743734567,18.295329190568488,74,-29.812636685378983,4.480587384911183,17.799104630397412,79,9.40330598767754,-19.92506126921073,4.268512534149236,17.454397895390954,79,10.02274695629796,-36.34827930258541,4.5627820978198175
087A_05317_121617,20160906,34.1536,36.7111,-10.1475,13.969,2.3296,33.8371,879170.4833,15:41:58.144562,A,7.391046629625804,10.726050808357725,24.66831741900007,96,-51.72747305661586,5.953731826030063,19.38459638299696,90,10.964684590397066,-50.67665929182357,5.828878140311371,21.77159262459061,95,12.170761864238871,-74.3135053637396,5.8542237041440055
087A_05529_040414,20160906,34.6621,34.3869,-10.2102,13.973,2.3296,33.8725,879170.4833,15:41:19.528881,A,3.0497006801551474,16.432951089770476,18.085549331523502,44,-49.03830029826264,6.466207501599691,15.843804543191762,45,17.072496902051846,-30.5426389065992,5.974988594637916,17.186379980699087,43,14.461665074789725,-33.51424777388346,7.0947372206689865
087A_05786_051311,20201220,35.0995,32.4255,-10.2627,13.9781,2.3296,39.6571,879676.2238,15:40:29.395800,B,7.834469852772138,21.37357494395517,20.128907425173068,200,-124.58334691566311,1.324500247419061,18.023207001895905,197,20.64763923587098,-185.66003641539083,1.2524039814310053,18.254378558383124,191,16.38129985746553,-155.77909139146024,1.3947356724656483
087A_07674_141414,20161223,39.0081,13.2623,-11.1399,14.0274,2.3296,39.6657,877689.0482,15:35:28.685756,A,0.0,-6.418919568675148,44.37270367333909,22,98.40758804840772,21.495735273310988,37.50649643255926,22,-6.857873624387955,176.29358137518682,20.678144175357986,44.32092157495556,24,8.375406149661055,67.28402120356847,18.413568462193258
087A_07889_141413,20161223,39.4479,11.0962,-11.2626,14.03,2.3296,39.6631,877689.0482,15:34:52.824520,A,0.0,-7.071433197544158,25.467921562339427,19,58.82429014391729,16.865553439440355,28.225443572688118,22,-6.75872508752364,107.08373225271023,15.907142166478238,32.42737245091246,21,8.968940601172552e-06,25.32900458315211,15.239243742020347
087A_08102_131312,20161223,39.8769,8.9846,-11.3873,14.0371,2.3296,39.655,877689.0482,15:34:17.860536,A,0.0,-6.470821948000372,23.957878262709485,21,28.187232963761826,9.976651176516167,19.749441144937126,20,-6.976107908920199,43.59536589357329,9.559304884818536,41.16334734601443,24,-7.985314382894289,26.364662302933585,14.408448041055031
087A_08308_141414,20161223,40.2941,6.9302,-11.5125,14.0374,2.3296,39.642,877689.0482,15:33:43.860607,A,0.0,-11.364202579454275,17.140752630609512,20,11.528760275004633,13.710208078471789,22.11008029462408,23,-12.623334159067944,4.768919725494008,13.476567814787076,32.6051965866917,22,-18.93497243896348,52.29923246833428,16.058216523323075
087D_07004_060904,20170305,-155.6431,19.8551,-169.2011,14.0082,2.3296,33.9282,877909.5246,16:16:06.171993,A,-22.34227577852465,11.287292530557917,20.66244618410229,98,-78.29915988077403,2.497897263910573,24.18732434314728,104,12.119299032170716,-73.02287593853333,2.5604924793453647,22.78273578773529,99,12.077275794702844,-78.73689161950426,2.5270110613001058
088A_03925_131313,20190424,5.987,50.7572,-10.1589,13.9331,2.3296,39.2753,879896.9738,17:24:48.140370,A,12.546239994671334,0.4907048678600707,16.684397724837787,38,-32.33431864239542,31.92598691091171,13.919742612308774,35,1.2581435803750785,-82.73503670541086,33.04301132987156,14.325029251706964,36,1.157814994686101,-86.03815251676887,32.8449537527798
090D_05485_121414,20170305,133.4766,35.1733,-169.8114,13.9669,2.3296,33.7923,878949.8405,21:08:05.585100,A,8.469771465052363,-2.233564251378249,20.37222694043809,82,-29.76774698167497,3.10063674079702,17.47372522990464,80,-2.6923850542048484,-31.41642885594633,2.824621928995475,17.856867725659523,80,-2.641110535038785,-38.73111917715935,2.8359154846340475
090D_05651_051011,20190331,133.052,33.2922,-169.766,13.9709,2.3296,39.6042,878952.1701,21:08:50.479962,A,7.322690360908917,-1.0224811459584218,17.995421746340757,103,-23.126883876779527,2.0735730761439592,17.806846216160174,99,0.1232827035166724,-53.93389922625032,2.166108685442822,17.228287975987385,98,0.4683201367910414,-63.441143357605554,2.1215784956067614
090D_08876_130400,20170317,126.8662,1.3466,-168.1285,14.0411,2.3296,34.1043,852597.8352,21:17:25.279699,A,6.714352546423579,-34.780935051092186,36.10021077870167,43,31.166044174690825,9.072752894701804,32.42836839101631,45,-35.11402633589466,-123.39742573596476,8.762496701757666,33.860438468308466,44,-35.330605623866795,-118.3183489878111,9.139321070132024
090D_09898_131213,20170305,124.2805,-8.9609,-167.3447,14.0564,2.3296,33.8016,879039.8614,21:20:16.946598,A,-48.66143928669685,-28.89165225693248,30.368220893441908,84,-7.933768178640165,5.437237055085395,26.190225139173968,77,-29.233323140176275,-111.21666850332396,5.626002409252041,25.73889689010528,76,-29.851944123902896,-111.4233548623372,5.650590999016525
091D_09086_131313,20170305,101.3805,-0.8764,-167.9704,14.0457,2.3296,33.8431,877966.7653,22:56:47.525272,A,0.721878640441162,-16.447521305257457,20.759718550107053,48,74.43688115941873,3.354405299942604,18.96747849339725,48,-16.192379624375185,95.84778479630378,3.0519851990236173,21.390749389388706,49,-17.848697639412627,99.9512887574845,3.1995226955437475
091D_09272_091105,20170305,101.0009,-2.6547,-167.8417,14.0486,2.3296,33.8106,877965.6006,22:57:16.973172,A,-1.723910208352067,1.6124982595483548,38.989096793808905,20,-30.113972259277183,13.882270070842903,41.65387069489859,21,3.735558954921815,-31.84905057709952,14.635501704366389,39.590777202948,20,3.4025233841533846,-40.25672144107767,14.780499987614077
092A_07524_171615,20200617,-84.7412,14.8172,-11.0515,14.023,2.3296,39.6572,877624.9852,23:49:58.243252,A,0.0,9.238077246543977,24.423142963306745,75,-16.65954414874502,3.5841831220838327,22.67173102291814,76,10.241459684201011,-16.107768133939167,3.2712035786595086,21.576202518469973,76,8.631458733524944,-11.43820082061529,3.3015929161959
092A_07741_131013,20190506,-84.2783,12.5142,-11.18,14.0253,2.3296,39.6566,877624.9852,23:49:11.048333,A,0.0,-6.266581180905563,27.812973407510345,30,-23.482478080424272,18.65327084199109,23.91643551390873,27,-7.027550194637196,-61.9979419751628,17.58313104329319,18.14497989899575,27,-3.916702886611111,-91.80263649928403,17.13768959491929
092A_07941_091203,20190506,-83.9521,11.112,-11.2533,14.0289,2.3296,39.6532,877623.8205,23:48:44.843073,A,0.0,14.30940412532246,48.00425347023523,34,-55.92759278348542,22.34786537137763,43.6861077237552,33,14.234453155897988,-20.228084385979592,20.78233920327884,48.28945913261758,34,15.66878420176828,-29.287446740444203,21.46007036059981
092A_08084_081213,20190506,-83.5619,9.0158,-11.3818,14.0309,2.3296,39.6452,877623.8205,23:48:13.117617,A,0.0,27.431820239754515,31.97688334099652,65,-150.20678998878884,4.807514053039671,32.1182071570734,67,27.293214217571688,-144.04602898786814,4.548185727022685,26.25684178019376,65,25.72245294080821,-122.88867195996264,4.159304205821799
092D_05115_151414,20160919,84.9098,38.8332,-169.9065,13.9564,2.3296,33.7206,879347.3636,0:24:37.697932,A,-4.002338197490982,-27.09480215501209,56.79906094405337,33,-6.101822298055367,5.606450727391511,60.58628659809837,33,-26.59213239055572,-151.82869044084748,5.580866261952698,60.6760510781462,33,-26.04248467883778,-151.7392034173895,5.583247099327704
092D_05336_141514,20170604,84.3511,36.6254,-169.8973,13.9602,2.3296,39.7139,881159.3228,0:24:32.574519,B,-4.158744273154554,-22.88903419977889,50.43746875866586,50,46.576292642896846,4.512594467428198,49.56236383299842,49,-23.199538174827666,16.813790127390547,4.42401164943206,46.40356686288825,47,-22.94152768679111,14.97142660573963,4.395512712854393
092D_05554_141414,20210114,83.8437,34.444,-169.8535,13.974,2.3296,39.7537,881161.6523,0:25:31.797181,B,-4.32497590063912,-6.601995385718545,58.27043520809008,20,154.1790260589521,51.86079541954326,57.71614888898577,20,-6.802507718967424,222.8607035045468,52.599247095834926,56.474132658313245,20,-6.794443301006247,220.89031136780503,51.996437982409226
092D_05981_121313,20160919,82.9774,30.2052,-169.6895,13.9869,2.3296,33.9395,879347.3636,0:27:01.187066,A,-4.6452868750393845,-17.627062049265714,20.15788463659196,76,26.73073012817048,2.189061532915921,22.24118122690577,78,-17.798172909167775,-27.9105009725124,2.0512725516913157,20.707642237653136,75,-18.37621831753501,-24.118072994884088,1.9959737626571337
092D_05982_141513,20201028,82.9924,30.0889,-169.665,13.9892,2.3296,39.5571,878171.7668,0:27:28.596389,A,-4.656557693527988,-21.32568084721125,21.527223022241664,88,129.1926977028032,2.548195838573527,21.669486776894857,88,-20.68056966971431,148.63951362034436,2.4097965633396283,21.66665153965064,88,-20.8679900884885,150.34430725438477,2.373767499316719
092D_06191_141214,20160919,82.5672,28.1189,-169.5964,13.9914,2.3296,33.9697,879347.3636,0:27:35.662857,A,-26.85086317473145,-21.55853169061865,21.62602508692759,63,40.44556321896233,2.8774524445267886,23.53715147679801,68,-21.889389243224564,-2.3047356315781187,2.648536685167916,22.732694693363968,67,-22.948840640543743,2.3377139597861216,2.5787731755026777
092D_06405_141415,20160919,82.2595,26.5092,-169.5178,13.9887,2.3296,34.0223,879347.3636,0:28:02.347062,A,-41.70115954882786,-29.97158175235445,23.78621461697809,58,38.17746943486094,4.449769945663958,27.480333996745287,62,-30.94143040894281,-74.8231378523115,4.222053303883921,26.60618226219639,61,-32.97867713358942,-65.99908301834682,4.106596539837578
093D_05078_131313,20160919,60.3291,39.2005,-169.9011,13.954,2.3296,33.6467,878975.1328,2:03:16.088389,A,-10.75434853173771,-15.527801901882128,15.955160035202791,68,-2.028973055841732,1.6470574181942723,17.84405543209938,73,-14.845934204869426,-69.44891995516632,1.4199618179362772,18.17765010815627,74,-13.783755643786876,-70.4116762989184,1.4290965386756234
093D_05277_131313,20160919,59.8692,37.2122,-169.8681,13.9614,2.3296,33.726,878973.968,2:03:49.189013,A,-10.91105276003358,-16.12823061996747,18.66352603209848,72,-2.6621800247944094,1.7689464596838171,17.056042823991877,70,-15.899263820571548,-72.23613995247855,1.6505994137736044,17.45156641593102,71,-15.2649448660125,-71.0392079320922,1.6501987825620623
093D_05476_131313,20160919,59.4284,35.2223,-169.8194,13.9665,2.3296,33.7638,878975.1328,2:04:22.287579,A,-11.046359468277329,-13.972479602000266,18.340892250233782,41,-19.30255599571912,1.8429289946602971,19.08444973245904,40,-13.497998218379704,-101.47773370961518,1.8622664079421976,18.4385977974402,39,-13.1161950594474,-99.3404739538298,1.823686294492666
093D_05675_131313,20160919,58.9904,33.2314,-169.7649,13.9707,2.3296,33.7998,878973.968,2:04:55.393341,A,-11.203924530854117,-19.32767886077919,15.329235793727111,37,-3.812230016082708,1.707699739308829,20.28192412821493,42,-18.658925548849,-97.23945357849176,1.604210718867401,19.057457480839037,41,-17.816241766796118,-98.1237125266018,1.5927086691201202
093D_05874_131313,20160919,58.5499,31.2377,-169.707,13.9757,2.3296,33.8342,878973.968,2:05:28.487798,A,-11.330948781435865,-20.798839439690514,16.340945716639705,47,9.29632848307132,1.6251424186058192,18.321180064664077,50,-18.426425299831333,-76.01240954353298,1.608564315484683,16.08744933887946,45,-18.253820969627416,-74.28003972562001,1.583888001672256
093D_06074_131313,20160919,58.1438,29.245,-169.6277,13.9812,2.3296,33.8973,878973.968,2:06:01.587393,A,-11.461360471264513,-22.11693241329691,16.652968744771727,28,6.858110792609239,2.3166328950437203,26.443889231703185,34,-22.03462631573623,-75.32978006835788,2.3783660229147703,25.568520149305503,35,-21.695141788626767,-75.20530685345365,2.3169233780093585
093D_06273_131313,20160919,57.7323,27.2491,-169.5477,13.9864,2.3296,33.9259,878975.1328,2:06:34.682877,A,-11.58484762911277,-23.56263563605623,15.260211955786382,60,-3.34953706509647,2.271224992368532,17.12875755002117,65,-22.42438016880956,-124.71270889685584,2.055656858865688,17.107082277507637,64,-22.516216828859044,-124.5825008380073,2.03928987975181
093D_06417_040510,20160919,57.3759,25.5273,-169.4759,13.9894,2.3296,33.9521,878975.1328,2:07:03.227360,A,-28.444821669017625,-31.53894885271298,15.852091457176664,49,14.098394958139636,2.169525675178401,21.30145120124778,56,-31.68124183633301,-103.3504933861354,2.07579030655255,19.139288157614185,52,-31.63079262119069,-104.95181948190562,2.0326601228362207
094D_04913_101213,20160907,36.0278,40.9575,-169.9397,13.9508,2.3296,33.7776,880142.5763,3:41:30.976779,A,-16.06597779016849,-29.534789567639788,21.45659824171389,89,107.43320213187496,4.73121926743942,23.83515083241684,95,-29.57789627088193,72.17955477828951,4.413384907911095,24.0067724761062,97,-30.326261951509508,78.22081797218682,4.384979421929869
095A_03649_040505,20200401,-167.5363,53.5125,-10.2177,13.923,2.3296,39.3369,881169.3067,4:56:09.561027,B,-19.99081884513297,-13.666231791111164,18.902801819452066,43,78.19416463868345,2.7530161233127903,21.94523041961452,47,-14.277667079896387,76.56314965973655,2.649912203866059,21.46432493302824,46,-14.526363747703048,79.15215946594394,2.6762559696444543
095D_04589_131313,20160907,12.0888,44.0907,-169.9626,13.9418,2.3296,33.804,880908.8357,5:19:23.344581,A,-18.984746765319827,-9.257149996454912,20.63939544117736,84,-38.74239077477985,5.183452928574555,18.951495781179126,84,-7.967856278888721,-116.82956655919656,4.769368957543111,20.05645447735761,85,-9.349873039915495,-107.87768725838964,4.762109130142304
095D_04767_130707,20160907,11.6117,42.1319,-169.9554,13.9462,2.3296,33.8467,880908.8357,5:19:55.962150,A,-19.094417807227877,-7.058150531027168,27.98058204644776,57,-43.46084878971757,18.534943776519757,24.654437055346744,58,-7.848720916739085,-119.1800416115996,18.669929024132724,26.39993602086359,58,-9.135084355801402,-109.89079484419484,18.79572929588558
096A_09625_110000,20191028,155.4678,-6.2408,-12.3196,14.0548,2.3296,33.7983,824140.9633,7:57:12.234752,B,37.5162207823352,15.21055941026676,48.97922182245768,34,-259.8225416496587,11.028166372600158,53.356917126000944,35,14.867685747339412,-471.7883671830529,10.94329183943528,56.31018905345588,36,17.058005072165006,-474.3484309772019,11.02369833164298
096A_13556_161717,20191227,168.4459,-45.5586,-18.7159,14.0648,2.3296,38.6796,886538.4483,7:46:08.269484,B,38.87101820043435,18.265817746262574,25.658741170271085,53,-181.6778812856517,6.448332896379595,22.945345292220438,56,19.754513388281072,-319.0501018626527,5.417904620689059,22.965559981023297,56,20.390238336545902,-318.83281641794366,5.381655254679356
096D_06193_040504,20190320,-16.1404,28.2126,-169.5876,13.9864,2.3296,39.6316,878694.5871,7:02:41.901717,A,0.0,-26.497653446060838,21.966157556378075,161,107.57660567346925,2.077991297964892,21.85886686003989,164,-27.17876749949087,107.69881754473607,2.0158526294133776,21.47320488453386,167,-25.025526129358877,91.15174412719796,1.9940943867142755
098A_09673_121312,20190507,106.9653,-6.6039,-12.4655,14.0544,2.3296,39.5033,878728.0328,11:15:03.972861,A,-7.281539415395576,-13.430039182203672,37.641741092104425,91,5.0886599389994345,4.423548742061137,36.99769905042161,96,-14.18751253286217,-21.70510425221038,4.2624741882512405,31.773151631193876,92,-7.71219574709522,-7.36999974031901,3.6642036007019456
098D_10484_131109,20190618,-74.6311,-14.973,-166.7956,14.0685,2.3296,39.323,879232.4422,10:31:28.862181,B,-10.67973697912134,-11.154954835895346,24.93780009542878,26,-3.185797286530324,6.654823652349706,16.922134378166337,25,-11.111948873371526,-29.04403393269834,5.920891759106787,21.94223220457438,27,-11.75737527332793,-41.37757624548047,5.9886773820184285
099A_04855_080909,20160907,96.8846,41.3588,-10.0517,13.9553,2.3296,33.5915,878759.8148,11:28:10.180346,A,-9.404669008869169,-18.313890983968605,15.786057026513786,86,40.06610535283877,1.5318125686414985,14.917343855261898,88,-19.12145624953196,-5.205253380905511,1.3257397833263325,16.606194924750046,93,-22.670001631150964,1.8216470629533177,1.453104492507181
099A_05018_131313,20160907,97.2419,39.8133,-10.0739,13.9678,2.3296,33.6716,878759.8148,11:27:44.383114,A,-9.53562223654645,-17.492239858364833,17.908180773624267,95,24.20453620106053,1.4839152086895149,16.410274577651936,96,-18.37027227312934,-30.537255456494847,1.4505882579991265,18.15074289267392,95,-22.606220505225878,-23.30237061955196,1.5637850354159482
099A_05217_131313,20160907,97.7247,37.8247,-10.0917,13.9681,2.3296,33.7109,878759.8148,11:27:11.281463,A,-9.691597577476715,-13.329887091566398,15.558889774231702,88,16.780352596838135,1.677306181015256,15.904744501292232,96,-13.291068960116318,-36.95325218787528,1.4628486968323131,17.57001319334106,92,-17.537024631596164,-31.30900461390544,1.790057495144414
099A_05416_131313,20160907,98.1566,35.8364,-10.1459,13.9751,2.3296,33.7488,878759.8148,11:26:38.184951,A,-9.831253947471804,-14.15149748036675,15.333765415915584,59,7.720974231795338,1.7005357696008216,17.187808051616027,60,-14.259000010852944,-52.1291665174414,1.7391017461068323,16.210423249271628,55,-21.98625158933672,-35.662965019620515,2.0111956522959926
099A_05417_131313,20160907,98.1649,35.8361,-10.1402,13.9751,2.3296,39.4983,878759.8148,11:26:38.184951,A,-9.82853885314249,-8.97268742580432,19.175233946684184,99,30.721595356183137,1.947664403171048,18.847656288972427,98,-10.29874003477746,19.45503794094268,1.9022926989138729,21.15425658846696,98,-14.473318624681172,17.80047188727869,2.140729988909488
099A_05615_131313,20160907,98.6042,33.8456,-10.1946,13.9832,2.3296,33.8194,878759.8148,11:26:05.087411,A,-9.96432515551011,-13.976074723868694,22.140836784006645,34,15.467571646280147,2.0814385317383426,16.17355441494764,32,-14.725191194903651,-44.075958126044014,2.012378501690766,17.989305271605485,31,-21.50433936930308,-27.532487363197703,2.315021808820737
099A_05815_131313,20160907,99.0361,31.8537,-10.2568,13.986,2.3296,33.8519,878759.8148,11:25:31.990899,A,-10.123624542556676,-14.220465115010189,19.68615391289666,88,-2.2359721299717634,2.5268734713447887,20.17341394468109,92,-14.962939796299374,-78.14704033436796,2.4177760416358054,24.745142753557506,97,-24.221316400568707,-68.72137978157863,2.7527960363295216
099A_06014_131313,20160907,99.4549,29.8598,-10.3299,13.9895,2.3296,33.8824,878759.8148,11:24:58.894387,A,-10.25503934032673,-20.752941415208863,24.09459120116815,99,15.418840902138882,2.975132349450057,20.58198789735471,91,-21.31559949992318,-71.22278355103009,2.888281730031225,26.52304853799616,98,-27.08938237999586,-87.17290023286671,2.9556913341582467
099A_06214_131313,20160907,99.8508,27.8638,-10.4175,13.9951,2.3296,33.9367,878759.8148,11:24:25.794792,A,-10.388293199385451,-26.02945412950021,30.75891355318936,88,23.100314155844103,4.267979686881601,28.130558652404385,86,-25.873948227304812,-86.90692119579195,4.1621934064574,24.461520620670075,83,-33.77466554402449,-104.2708563350386,4.140398174580508
099A_06414_131313,20160907,100.2604,25.866,-10.502,13.9967,2.3296,33.9615,878759.8148,11:23:52.692114,A,-10.511833666956116,1.1073091104983044,33.41045039117916,83,81.81663899962771,5.125119348679345,36.58965244068871,88,1.6499690894485592,140.35157439601085,5.036436490668841,33.81413658264205,84,-3.444798516144079,114.08178831830996,4.559168260559321
099D_07357_131313,20170306,-92.5626,16.4121,-169.0283,14.0147,2.3296,33.9071,877729.6492,12:01:58.007439,A,3.199466887570011,-0.6081038241163172,99.61562909283748,27,-168.67294520460777,25.68154533684754,93.25329814046808,27,-0.6873742559809443,-287.0645780438359,24.619267616253364,90.09583041118964,26,0.0278170747468423,-293.97937056134936,24.6769473832785
099D_07499_070400,20190618,-92.5451,14.9105,-168.8733,14.0187,2.3296,37.0266,850831.9199,12:01:57.271607,B,1.2675931462498289,-2.1534179367146344,29.46059755132821,22,9.285943163445738,72.40665240295765,33.98128158001413,23,-3.9620618117269566,10.832129781185136,73.38031026444753,34.07267510640864,23,-3.8404964845271112,9.09563061907652,73.06713421857707
